,Spotify_ID,id,uri,external_ids,name,name_album,artists,label,album_type,total_tracks,duration_ms,explicit,track_number,mode,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
10,5GXAXm5YOmYT0kL5jHvYBt,5GXAXm5YOmYT0kL5jHvYBt,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,USUG11600996,I Feel It Coming,Starboy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi'}, 'href': 'https://api.spotify.com/v1/artists/4tZwfgrHOc3mvqYlEYSvVi', 'id': '4tZwfgrHOc3mvqYlEYSvVi', 'name': 'Daft Punk', 'type': 'artist', 'uri': 'spotify:artist:4tZwfgrHOc3mvqYlEYSvVi'}]",['Universal Republic Records'],album,18,269186,False,18,0,4,0.773,0.819,0,-5.946,0.118,0.426,0.0,0.0679,0.585,92.99
11,6b8Be6ljOzmkOmFslEb23P,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,USAT21602944,24K Magic,24K Magic,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C'}, 'href': 'https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C', 'id': '0du5cEVh5yTK9QJze8zA0C', 'name': 'Bruno Mars', 'type': 'artist', 'uri': 'spotify:artist:0du5cEVh5yTK9QJze8zA0C'}]",['Atlantic Records'],album,9,225983,False,1,1,4,0.818,0.803,1,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97
12,1PSBzsahR2AKwLJgx8ehBj,1PSBzsahR2AKwLJgx8ehBj,spotify:track:1PSBzsahR2AKwLJgx8ehBj,USUM71609854,Bad Things (with Camila Cabello),bloom,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX'}, 'href': 'https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX', 'id': '6TIYQ3jFPwQSRmorSezPxX', 'name': 'Machine Gun Kelly', 'type': 'artist', 'uri': 'spotify:artist:6TIYQ3jFPwQSRmorSezPxX'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF'}, 'href': 'https://api.spotify.com/v1/artists/4nDoRrQiYLoBzwC5BhVJzF', 'id': '4nDoRrQiYLoBzwC5BhVJzF', 'name': 'Camila Cabello', 'type': 'artist', 'uri': 'spotify:artist:4nDoRrQiYLoBzwC5BhVJzF'}]","['Bad Boy ', ' Interscope']",album,13,239293,False,10,1,4,0.697,0.691,2,-4.757,0.146,0.214,0.0,0.185,0.305,137.853
13,6fwdbPMwP1zVStm8FybmkO,6fwdbPMwP1zVStm8FybmkO,spotify:track:6fwdbPMwP1zVStm8FybmkO,QZ45A1600041,X (feat. Future),Savage Mode,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i'}, 'href': 'https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i', 'id': '1RyvyyTE3xzB2ZywiAwp0i', 'name': 'Future', 'type': 'artist', 'uri': 'spotify:artist:1RyvyyTE3xzB2ZywiAwp0i'}]","['Slaughter Gang, LLC']",album,9,258880,True,3,1,4,0.835,0.413,1,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004
14,3NdDpSvN911VPGivFlV5d0,3NdDpSvN911VPGivFlV5d0,spotify:track:3NdDpSvN911VPGivFlV5d0,USQ4E1602586,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81'}, 'href': 'https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81', 'id': '5ZsFI1h6hIdQRw2ti0hz81', 'name': 'ZAYN', 'type': 'artist', 'uri': 'spotify:artist:5ZsFI1h6hIdQRw2ti0hz81'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'name': 'Taylor Swift', 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}]",['Universal Music Group'],single,1,245200,False,1,1,4,0.735,0.451,0,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
15,5MFzQMkrl1FOOng9tq6R9r,5MFzQMkrl1FOOng9tq6R9r,spotify:track:5MFzQMkrl1FOOng9tq6R9r,USUM71609975,Don't Wanna Know,Don't Wanna Know,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP'}, 'href': 'https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP', 'id': '04gDigrS5kc9YWfZHwBETP', 'name': 'Maroon 5', 'type': 'artist', 'uri': 'spotify:artist:04gDigrS5kc9YWfZHwBETP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg'}, 'href': 'https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg', 'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar', 'type': 'artist', 'uri': 'spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg'}]",['Universal Music Group'],single,1,214480,False,1,1,4,0.783,0.623,7,-6.126,0.08,0.338,0.0,0.0975,0.447,100.048
16,5uDASfU19gDxSjW8cnCaBp,5uDASfU19gDxSjW8cnCaBp,spotify:track:5uDASfU19gDxSjW8cnCaBp,USRC11601124,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2hWs22BmQkK4czFtDLnar2'}, 'href': 'https://api.spotify.com/v1/artists/2hWs22BmQkK4czFtDLnar2', 'id': '2hWs22BmQkK4czFtDLnar2', 'name': 'Rob $tone', 'type': 'artist', 'uri': 'spotify:artist:2hWs22BmQkK4czFtDLnar2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1rs3y69kDwkIdGJcOYngQt'}, 'href': 'https://api.spotify.com/v1/artists/1rs3y69kDwkIdGJcOYngQt', 'id': '1rs3y69kDwkIdGJcOYngQt', 'name': 'J. Davi$', 'type': 'artist', 'uri': 'spotify:artist:1rs3y69kDwkIdGJcOYngQt'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5ewJHfiGNQJjmKHzLjcojz'}, 'href': 'https://api.spotify.com/v1/artists/5ewJHfiGNQJjmKHzLjcojz', 'id': '5ewJHfiGNQJjmKHzLjcojz', 'name': 'Spooks', 'type': 'artist', 'uri': 'spotify:artist:5ewJHfiGNQJjmKHzLjcojz'}]",['RCA Records Label'],single,1,177184,True,1,1,4,0.886,0.427,6,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034
17,6I6NX6tjGsxFAsIfGzY9lJ,6I6NX6tjGsxFAsIfGzY9lJ,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,QMJMT1601080,Deja Vu,4 Your Eyez Only,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5'}, 'href': 'https://api.spotify.com/v1/artists/6l3HvQ5sa6mXTsMTB19rO5', 'id': '6l3HvQ5sa6mXTsMTB19rO5', 'name': 'J. Cole', 'type': 'artist', 'uri': 'spotify:artist:6l3HvQ5sa6mXTsMTB19rO5'}]",['J. Cole P&D'],album,10,264746,True,3,1,4,0.657,0.421,9,-11.378,0.412,0.352,0.000218,0.187,0.181,174.063
18,7JYsArznYOjX2jsrT3UEnL,7JYsArznYOjX2jsrT3UEnL,spotify:track:7JYsArznYOjX2jsrT3UEnL,US6YF1600026,OOOUUU,Herstory,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7LvoDJUNGnOrPdGRzVtOJ9'}, 'href': 'https://api.spotify.com/v1/artists/7LvoDJUNGnOrPdGRzVtOJ9', 'id': '7LvoDJUNGnOrPdGRzVtOJ9', 'name': 'Young M.A', 'type': 'artist', 'uri': 'spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9'}]","['M.A Music ', ' 3D']",album,7,234649,True,7,1,4,0.635,0.847,7,-3.152,0.447,0.533,0.0,0.154,0.568,166.072
19,4F7A0DXBrmUAkp32uenhZt,4F7A0DXBrmUAkp32uenhZt,spotify:track:4F7A0DXBrmUAkp32uenhZt,USUG11600997,Party Monster,Starboy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",['Universal Republic Records'],album,18,249213,True,2,1,4,0.572,0.631,1,-8.389,0.104,0.188,2.31e-05,0.259,0.219,77.519
20,0v9Wz8o0BT8DU38R4ddjeH,0v9Wz8o0BT8DU38R4ddjeH,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,TCACO1667423,No Problem (feat. Lil Wayne & 2 Chainz),Coloring Book,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1anyVhU62p31KFi8MEzkbf'}, 'href': 'https://api.spotify.com/v1/artists/1anyVhU62p31KFi8MEzkbf', 'id': '1anyVhU62p31KFi8MEzkbf', 'name': 'Chance the Rapper', 'type': 'artist', 'uri': 'spotify:artist:1anyVhU62p31KFi8MEzkbf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865'}, 'href': 'https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865', 'id': '55Aa2cqylxrFIXC767Z865', 'name': 'Lil Wayne', 'type': 'artist', 'uri': 'spotify:artist:55Aa2cqylxrFIXC767Z865'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp'}, 'href': 'https://api.spotify.com/v1/artists/17lzZA2AlOHwCwFALHttmp', 'id': '17lzZA2AlOHwCwFALHttmp', 'name': '2 Chainz', 'type': 'artist', 'uri': 'spotify:artist:17lzZA2AlOHwCwFALHttmp'}]",['Chance the Rapper'],album,14,304606,True,2,0,4,0.652,0.795,11,-5.192,0.174,0.156,0.0,0.123,0.788,135.018
21,4gmmRb6bZJffOOiww1JGTO,4gmmRb6bZJffOOiww1JGTO,spotify:track:4gmmRb6bZJffOOiww1JGTO,QZ45A1600040,No Heart,Savage Mode,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}]","['Slaughter Gang, LLC']",album,9,235040,True,2,0,4,0.906,0.444,4,-8.692,0.384,0.136,6.44e-05,0.173,0.678,140.063
22,1qOLh0tI7trd1zdDKxYZTe,1qOLh0tI7trd1zdDKxYZTe,spotify:track:1qOLh0tI7trd1zdDKxYZTe,USUM71606368,Starving,HAIZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5p7f24Rk5HkUZsaS3BLG5F'}, 'href': 'https://api.spotify.com/v1/artists/5p7f24Rk5HkUZsaS3BLG5F', 'id': '5p7f24Rk5HkUZsaS3BLG5F', 'name': 'Hailee Steinfeld', 'type': 'artist', 'uri': 'spotify:artist:5p7f24Rk5HkUZsaS3BLG5F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4lDBihdpMlOalxy1jkUbPl'}, 'href': 'https://api.spotify.com/v1/artists/4lDBihdpMlOalxy1jkUbPl', 'id': '4lDBihdpMlOalxy1jkUbPl', 'name': 'Grey', 'type': 'artist', 'uri': 'spotify:artist:4lDBihdpMlOalxy1jkUbPl'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq'}, 'href': 'https://api.spotify.com/v1/artists/2qxJFvFYMEDqd7ui6kSAcq', 'id': '2qxJFvFYMEDqd7ui6kSAcq', 'name': 'Zedd', 'type': 'artist', 'uri': 'spotify:artist:2qxJFvFYMEDqd7ui6kSAcq'}]",['Universal Music Group'],single,6,181880,True,6,1,4,0.636,0.633,4,-4.23,0.126,0.371,0.0,0.102,0.512,99.721
23,0QsvXIfqM0zZoerQfsI9lm,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm,USQX91600011,Don't Let Me Down,The Chainsmokers- Japan Special Edition,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp'}, 'href': 'https://api.spotify.com/v1/artists/69GGBxA162lTqCwzJG5jLp', 'id': '69GGBxA162lTqCwzJG5jLp', 'name': 'The Chainsmokers', 'type': 'artist', 'uri': 'spotify:artist:69GGBxA162lTqCwzJG5jLp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6Dd3NScHWwnW6obMFbl1BH'}, 'href': 'https://api.spotify.com/v1/artists/6Dd3NScHWwnW6obMFbl1BH', 'id': '6Dd3NScHWwnW6obMFbl1BH', 'name': 'Daya', 'type': 'artist', 'uri': 'spotify:artist:6Dd3NScHWwnW6obMFbl1BH'}]","['Disruptor Records', 'Columbia']",album,7,208053,False,6,1,4,0.542,0.859,11,-5.651,0.197,0.16,0.00466,0.137,0.403,159.797
24,4pLwZjInHj3SimIyN9SnOz,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz,USUM71602107,Side To Side,Dangerous Woman,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'}, 'href': 'https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR', 'id': '66CXWjxzNUsdJxJ2JdwvnR', 'name': 'Ariana Grande', 'type': 'artist', 'uri': 'spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh'}, 'href': 'https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh', 'id': '0hCNtLu0JehylgoiP8L4Gh', 'name': 'Nicki Minaj', 'type': 'artist', 'uri': 'spotify:artist:0hCNtLu0JehylgoiP8L4Gh'}]",['Universal Music Group'],album,15,226160,True,5,0,4,0.648,0.738,6,-5.883,0.247,0.0408,0.0,0.292,0.603,159.145
25,4Hf7WnR761jpxPr5D46Bcd,4Hf7WnR761jpxPr5D46Bcd,spotify:track:4Hf7WnR761jpxPr5D46Bcd,USUM71604711,Treat You Better,Illuminate,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr'}, 'href': 'https://api.spotify.com/v1/artists/7n2wHs1TKAczGzO7Dd2rGr', 'id': '7n2wHs1TKAczGzO7Dd2rGr', 'name': 'Shawn Mendes', 'type': 'artist', 'uri': 'spotify:artist:7n2wHs1TKAczGzO7Dd2rGr'}]",['Universal Music LLC'],album,18,187973,False,3,0,4,0.624,0.803,10,-4.105,0.246,0.123,0.0,0.114,0.821,166.018
